Unnamed: 0	title	filepath	neg_caption	neg_image
3328	Young lady carrying plate of bananas on her head.	coco/val2014/COCO_val2014_000000350463.jpg	['Young plate carrying lady of bananas on her head .', 'A young man carrying a plate of oranges on his head.']	[68142, 46931, 68525]
13475	A group of people sitting on mopeds and wearing colorful helmets in a city. 	coco/val2014/COCO_val2014_000000250540.jpg	['A city of people sitting on mopeds and wearing colorful helmets in a group .', 'A group of helmets sitting on mopeds and wearing colorful people in a city .', 'A group of people wearing on mopeds and sitting colorful helmets in a city .', 'A group of people riding bicycles and wearing vibrant helmets in a park.']	[37335, 89931, 104771]
51529	a white train that is parked on a track next to a buliding	coco/train2014/COCO_train2014_000000417201.jpg	['a white track that is parked on a train next to a buliding', 'A white train is parked on a track next to a building, while a group of people are walking towards it.']	[26236, 58438, 6234]
100055	The cow chewing  her cud on a bright summer day.	coco/train2014/COCO_train2014_000000008595.jpg	['The cud chewing   her cow on a bright summer day .', 'The cow is chewing its cud on a sunny summer afternoon.']	[59438, 53518, 100074]
52108	There is a person sitting at the tablr	coco/train2014/COCO_train2014_000000246434.jpg	['There is a tablr sitting at the person', 'There is a person sitting on a table.']	[82789, 107728, 65980]
19272	This is a large building with a clock tower at the very top. 	coco/val2014/COCO_val2014_000000574010.jpg	['this is a large building with the very top at a clock tower. ', 'This is a large clock with a building tower at the very top .', 'This is a small cottage with a birdhouse at the very top.']	[19980, 99991, 50431]
58975	A female baseball player is swinging her bat.	coco/train2014/COCO_train2014_000000553100.jpg	['A female bat player is swinging her baseball .', 'A male baseball player is swinging his bat while a female player is catching.']	[53051, 68935, 95481]
23309	One man helping another man adjust his tie in front of bushes.	coco/val2014/COCO_val2014_000000074124.jpg	"['One man helping another front adjust his tie in man of bushes .', ""Two men are adjusting each other's ties in front of a tree.""]"	[33145, 95860, 55528]
68430	A boy and girl are looking at an elephant.	coco/train2014/COCO_train2014_000000561152.jpg	['A boy and elephant are looking at an girl .', 'A boy and girl are looking at a tiger.']	[109079, 104113, 56561]
67498	People with luggage and men dressed in black suits.	coco/train2014/COCO_train2014_000000561907.jpg	['suits with luggage and men dressed in black People .', 'People with suitcases and men in white robes.']	[43645, 55112, 23241]
100545	A man playing baseball in front of a large crowd of spectators.	coco/train2014/COCO_train2014_000000305980.jpg	['A man playing front in baseball of a large crowd of spectators .', 'A man is playing soccer in front of a small crowd of fans.']	[28872, 62907, 19963]
34627	A group of birds standing on a sandy beach.	coco/train2014/COCO_train2014_000000165798.jpg	['A beach of birds standing on a sandy group .', 'A group of birds are standing on a rocky cliff.']	[53423, 41581, 82187]
74401	A suitcase on a bed with a cat sitting inside of it.	coco/train2014/COCO_train2014_000000576011.jpg	['A bed on a suitcase with a cat sitting inside of it .', 'A cat is sitting inside a suitcase on a bed while another suitcase is on the floor.']	[60401, 101168, 72374]
77929	A man sells vegetables and fruits from a cart in the street. 	coco/train2014/COCO_train2014_000000373765.jpg	['A cart sells vegetables and fruits from a man in the street .', 'A man sells fruits and vegetables from a cart in the street .', 'A woman pushes a cart filled with vegetables and fruits while a child watches.']	[2989, 39376, 32461]
58533	A cat laying behind a strange looking keyboard.	coco/train2014/COCO_train2014_000000350481.jpg	['A cat laying behind a strange keyboard looking .', 'A cat is lounging on a keyboard with a mouse in its paw.']	[93203, 24832, 57543]
95775	There is a bike that is on the door with bars in it	coco/train2014/COCO_train2014_000000434200.jpg	['There is a door that is on the bike with bars in it', 'There is a bike that is on the door with a child in it.']	[24658, 28277, 79963]
61123	Two picture of different sides of a bathroom.	coco/train2014/COCO_train2014_000000362278.jpg	['Two bathroom of different sides of a picture .', 'One side of a bathroom has a toilet and a sink, while the other side has a shower and a toilet.']	[52254, 107689, 34451]
44580	a cow laying under the shadow of a tree	coco/train2014/COCO_train2014_000000239762.jpg	['a shadow laying under the cow of a tree', 'a cow is standing in the shadow of a tree while another cow is laying underneath.']	[81288, 70394, 53407]
8521	A view of very old ships in a harbor, with building behind them.	coco/val2014/COCO_val2014_000000383119.jpg	['A harbor of very old ships in a view , with building behind them .', 'A view of old ships in a harbor, with buildings behind them.']	[78197, 12213, 8520]
71718	A couple people watching a snow boarder do a trick.	coco/train2014/COCO_train2014_000000491001.jpg	['a snow boarder watching a couple people do a trick.', 'A couple people watching a trick boarder do a snow .', 'A group of friends are cheering a snowboarder as he performs a trick.']	[69655, 91409, 69662]
78924	Two people cleaning up leaves with a large shade umbrella in the background.	coco/train2014/COCO_train2014_000000530823.jpg	['Two people cleaning up leaves with a large umbrella shade in the background .', 'Two leaves cleaning up people with a large shade umbrella in the background .', 'Two people are cleaning up leaves with a small umbrella in the background.']	[80356, 97149, 107084]
47339	A group of three men sitting on the back of motorcycles.	coco/train2014/COCO_train2014_000000233384.jpg	['A back of three men sitting on the group of motorcycles .', 'A group of three motorcycles sitting on the back of men .', 'Three men are riding a motorcycle while a fourth man is standing on the sidewalk.']	[47340, 476, 21988]
46024	a group of peple standing around a soccer ball in the air 	coco/train2014/COCO_train2014_000000480947.jpg	['a soccer of peple standing around a group ball in the air']	[71013, 101210, 101236]
98663	A man in a boom lift repairing a clock on a tower.	coco/train2014/COCO_train2014_000000332355.jpg	['A man in a lift boom repairing a clock on a tower .', 'A man in a boom lift is repairing a clock while a bird is flying overhead.']	[13437, 78155, 16372]
20783	The woman sits at the table with the two children doing crafts.	coco/val2014/COCO_val2014_000000123633.jpg	['The table sits at the woman with the two children doing crafts .', 'The woman sits at the table with the two crafts doing children .', 'The woman sits at the table with three children doing crafts.']	[85916, 69005, 85881]
86577	A bottle and sweets are sitting in the grass.	coco/train2014/COCO_train2014_000000447485.jpg	['A grass and sweets are sitting in the bottle .', 'A bottle and flowers are sitting in the grass.']	[45975, 64759, 28074]
86685	two men with wii motes standing next to a red couch 	coco/train2014/COCO_train2014_000000364174.jpg	['two motes with wii men standing next to a red couch', 'Two men are playing a game of wii tennis next to a blue couch.']	[50056, 3536, 76829]
62380	Two cows who are next to each other and are eating hay.	coco/train2014/COCO_train2014_000000369811.jpg	['Two cows who are other to each next and are eating hay .', 'Two cows who are next to each other and are eating grass.']	[9946, 21100, 44590]
14798	A television is on top of some shelves.	coco/val2014/COCO_val2014_000000504670.jpg	['A top is on television of some shelves .', 'A television is on top of some books.']	[23100, 91619, 97535]
36283	The kitchen oven is built into dark wooden cabinets.	coco/train2014/COCO_train2014_000000256921.jpg	['dark wooden cabinets is built into the kitchen oven.', 'The oven kitchen is built into dark wooden cabinets .', 'The kitchen oven is built into wooden dark cabinets .', 'The kitchen oven is built into light blue cabinets.']	[65993, 69927, 86781]
34800	a elephant passe through a few trees leaning on each other	coco/train2014/COCO_train2014_000000224874.jpg	['a few trees through a elephant passe leaning on each other', 'a passe elephant through a few trees leaning on each other', 'a elephant passe through a other trees leaning on each few', 'A few elephants pass through trees leaning on each other.']	[46786, 84320, 62468]
104122	An orange lifeboat patrols the waters off a rocky headland. 	coco/train2014/COCO_train2014_000000004888.jpg	['a rocky headland patrols the waters off an orange lifeboat. ', 'An orange headland patrols the waters off a rocky lifeboat .', 'An rocky lifeboat patrols the waters off a orange headland .', 'A yellow lifeboat patrols the waters off a sandy beach.']	[104121, 73437, 42730]
43842	A horse statue sits close to the edge on top of a building.	coco/train2014/COCO_train2014_000000210849.jpg	['A horse building sits close to the edge on top of a statue .', 'A horse statue is perched precariously on the edge of a skyscraper.']	[23913, 43536, 43843]
41085	A person ridding a wave on a surfboard in the ocean.	coco/train2014/COCO_train2014_000000529954.jpg	['A surfboard ridding a wave on a person in the ocean .', 'A person is riding a wave on a kayak in a river.']	[41088, 41081, 41075]
50366	A white kitten sits near a water dish on the floor.	coco/train2014/COCO_train2014_000000123739.jpg	['a water dish sits near a white kitten on the floor.', 'A white dish sits near a water kitten on the floor .', 'A black kitten sits near a food bowl on the table.']	[50367, 50365, 50372]
79033	Purple flowers in a flower vase emboldened with Japanese letters. 	coco/train2014/COCO_train2014_000000539922.jpg	['Purple flowers in a vase flower emboldened with Japanese letters .', 'Purple letters in a flower vase emboldened with Japanese flowers .', 'Japanese flowers in a flower vase emboldened with Purple letters .', 'Purple flowers in a vase emboldened with Chinese characters are placed on a windowsill.']	[62030, 6685, 103572]
67813	A woman operates a wii mote with both hands	coco/train2014/COCO_train2014_000000260181.jpg	['A mote operates a wii woman with both hands', 'A woman operates a wii mote with one hand while playing a guitar with the other.']	[62404, 79829, 55546]
52927	A leather jacket on the back of a chair in a cluttered desk area.	coco/train2014/COCO_train2014_000000184903.jpg	['a cluttered desk area on the back of a chair in a leather jacket.', 'A leather back on the jacket of a chair in a cluttered desk area .', 'A leather jacket hangs on the back of a chair in a tidy desk area.']	[25151, 65770, 52928]
103122	A mud covered elephant moving through the brush	coco/train2014/COCO_train2014_000000049369.jpg	['A elephant covered mud moving through the brush', 'A mud covered elephant is moving through the brush while its friend is climbing a tree.']	[92260, 74412, 83303]
48820	A man is trying to pull off a skateboarding trick. 	coco/train2014/COCO_train2014_000000523576.jpg	['A trick is trying to pull off a skateboarding man .', 'A man is skateboarding to pull off a trying trick .', 'A man is trying to pull off a skateboarding trick while his dog is riding a skateboard.']	[19072, 48818, 102203]
102788	Girl laying on arm of one of the couches playing with her dog	coco/train2014/COCO_train2014_000000299154.jpg	['dog laying on arm of one of the couches playing with her Girl', 'Girl playing on arm of one of the couches laying with her dog', 'A girl is playing with her dog on the arm of one of the couches.']	[101673, 88615, 21920]
43130	Some people standing on a beach flying a kite	coco/train2014/COCO_train2014_000000152557.jpg	['Some people standing on a kite flying a beach', 'Some people flying on a beach standing a kite', 'Some people are standing on a cliff flying a drone.']	[15567, 20687, 61895]
39918	A man wearing backpacking gear standing in snow in a mountainous setting.	coco/train2014/COCO_train2014_000000575391.jpg	['A man wearing backpacking setting standing in snow in a mountainous gear .', 'A man backpacking wearing gear standing in snow in a mountainous setting .', 'A man wearing a business suit standing in a conference room surrounded by colleagues.']	[85404, 63664, 35923]
50114	A baseball player swinging a bat on a field.	coco/train2014/COCO_train2014_000000036816.jpg	['A baseball player swinging a field on a bat .', 'A soccer player kicking a ball on a field.']	[98572, 52067, 41186]
52767	A referee holds onto the catcher as he catches a low ball.	coco/train2014/COCO_train2014_000000016547.jpg	['A ball holds onto the catcher as he catches a low referee .', 'The referee holds onto the catcher as he catches a high ball.']	[28683, 19963, 44154]
90875	A white bathtub sitting next to a bathroom window overlooking a city.	coco/train2014/COCO_train2014_000000501773.jpg	['a bathroom window sitting next to a white bathtub overlooking a city.', 'A white bathtub sitting next to a city window overlooking a bathroom .', 'A white bathtub overlooking next to a bathroom window sitting a city .', 'A black bathtub sitting next to a kitchen window overlooking a garden.']	[63103, 55227, 34444]
4205	Man walking on beach with surfboard near ocean.	coco/val2014/COCO_val2014_000000236866.jpg	['Man walking on surfboard with beach near ocean .', 'A man is walking on a beach with a kayak near a river.']	[14701, 11749, 95336]
102479	A living room filled with furniture and a table.	coco/train2014/COCO_train2014_000000228669.jpg	['A table room filled with furniture and a living .', 'A living room filled with a table and furniture.']	[7319, 4314, 71851]
13021	a suitcase with writing on it sitting next to a guitar	coco/val2014/COCO_val2014_000000317035.jpg	['a guitar with writing on it sitting next to a suitcase', 'A guitar with writing on it is sitting next to a suitcase.']	[50704, 14083, 5295]
88147	The traffic is traveling at a moderate speed.	coco/train2014/COCO_train2014_000000048742.jpg	['The speed is traveling at a moderate traffic .', 'The cars are moving at a slow pace.']	[95994, 52459, 4705]
107161	A person on ridding a horse by a barn.	coco/train2014/COCO_train2014_000000147148.jpg	['A horse on ridding a person by a barn .', 'A person is riding a horse through a field while a barn is in the distance.']	[19680, 35898, 43855]
11040	Three guys on a couch playing a video game.	coco/val2014/COCO_val2014_000000034657.jpg	['Three guys on a couch playing a game video .', 'Three friends are playing a board game on a couch while a fourth person is watching TV.']	[107462, 85674, 76717]
81530	A male skier leans down to greet his child	coco/train2014/COCO_train2014_000000567199.jpg	['A male child leans down to greet his skier', 'A father skier leans down to hug his child while his mother takes a photo.']	[20507, 54806, 33933]
103474	"a man with a black glove on using a blue and black compute mouse
"	coco/train2014/COCO_train2014_000000413668.jpg	['a man with a blue and black compute mouse on using a black glove\n', 'a glove with a black man on using a blue and black compute mouse \n', 'a man with a blue glove on using a black and black compute mouse \n', 'A man with a red glove on is using a green and red compute mouse.']	[38197, 94602, 45163]
22851	Two boys are playing an interactive video game. 	coco/val2014/COCO_val2014_000000139141.jpg	['Two boys are playing an interactive game video .', 'Two girls are playing a board game.']	[67823, 22847, 46088]
103022	A black cat is resting on an unmade bed.	coco/train2014/COCO_train2014_000000575902.jpg	['an unmade bed is resting on a black cat.', 'A black bed is resting on an unmade cat .', 'A black cat is sleeping on a made bed while its owner is reading a book.']	[101092, 101094, 43701]
107101	A boat in the middle of a shallow bay with rocks	coco/train2014/COCO_train2014_000000454131.jpg	['A middle in the boat of a shallow bay with rocks', 'A boat is sailing through a rocky cove.']	[107099, 107100, 41686]
91810	A woman is hanging up post it notes in a kitchen.	coco/train2014/COCO_train2014_000000047074.jpg	['A post is hanging up woman it notes in a kitchen .', 'A man is hanging up post it notes in a living room.']	[91805, 45282, 91811]
34551	A dog walking around in a field with a lamb. 	coco/train2014/COCO_train2014_000000431980.jpg	['A dog walking around in a lamb with a field .', 'A dog is walking around a field with two lambs.']	[29876, 82264, 60269]
7253	A sandwich is on a plate with a spoon and bowl of soup near a glass.	coco/val2014/COCO_val2014_000000079634.jpg	['A glass is on a plate with a spoon and bowl of soup near a sandwich .', 'A sandwich is on a plate with a spoon and bowl of soup near a glass of juice.']	[74957, 83526, 45967]
54818	A couple of people on some skis standing in the snow.	coco/train2014/COCO_train2014_000000186198.jpg	['A snow of people on some skis standing in the couple .', 'A couple of skis on some people standing in the snow .', 'A group of friends are skiing down a mountain while one of them is taking a selfie.']	[35931, 462, 79562]
50060	A living room filled with furniture and a stone fireplace.	coco/train2014/COCO_train2014_000000014628.jpg	['a stone fireplace filled with furniture and a living room.', 'A living furniture filled with room and a stone fireplace .', 'A living room filled with plants and a wooden fireplace.']	[29354, 100474, 11826]
98901	A close up of the torso of a giraffe. 	coco/train2014/COCO_train2014_000000319160.jpg	"['A close up of the giraffe of a torso .', ""A close up of a zebra's torso while it is eating leaves from a tree.""]"	[80176, 90031, 96929]
25685	Two people are sticking knives into a laptop.	coco/val2014/COCO_val2014_000000447611.jpg	['Two knives are sticking people into a laptop .', 'Two people are holding a laptop while sticking knives into it.']	[47129, 14106, 59060]
25986	A young man holding a pair of scissors next to his duck lips.	coco/val2014/COCO_val2014_000000431439.jpg	"['his duck lips holding a pair of scissors next to a young man.', 'A young duck holding a pair of scissors next to his man lips .', 'A young man holding a pair of lips next to his duck scissors .', ""A young man is holding a pair of scissors next to his cat's lips.""]"	[74913, 10971, 21367]
95289	A man that is standing on a skateboard in the street.	coco/train2014/COCO_train2014_000000243354.jpg	['A skateboard that is standing on a man in the street .', 'A man is standing on a skateboard while his friend is riding a bike.']	[85506, 34986, 38340]
80112	a red and white plane with a face and name 	coco/train2014/COCO_train2014_000000421105.jpg	['a red and white name with a face and plane', 'a white and red plane with a face and name', 'A blue and yellow plane with a different name and face flies by.']	[107776, 17263, 102799]
53062	The man is about ready to hit the baseball on the field.	coco/train2014/COCO_train2014_000000103338.jpg	['The baseball is about ready to hit the man on the field .', 'The man is about to throw the baseball on the field.']	[53063, 87683, 61909]
77351	Two elephants in a dirt yard, cement wall enclosure.	coco/train2014/COCO_train2014_000000245272.jpg	['two elephants in cement wall enclosure, a dirt yard.', 'Two elephants in a yard dirt , cement wall enclosure .', 'Two elephants are standing in a green meadow, surrounded by tall trees.']	[49663, 95101, 1062]
23518	a nice cake with many colors put on it	coco/val2014/COCO_val2014_000000021639.jpg	['a many cake with nice colors put on it', 'A colorful cake is being put on a nice table.']	[65599, 100400, 2738]
84391	Two zebras in a rock-based enclosure during the day.	coco/train2014/COCO_train2014_000000230318.jpg	['Two zebras in a enclosure - based rock during the day .', 'Two zebras are running in a sand-based enclosure during the night.']	[105173, 102124, 18212]
4482	A toilet lid is closed next to a bathtub with a white curtain and pink tile wall.	coco/val2014/COCO_val2014_000000010977.jpg	['a white curtain is closed next to a bathtub with a toilet lid and pink tile wall.', 'A toilet lid is closed next to a bathtub with a white wall and pink tile curtain .', 'A toilet lid is closed next to a bathtub with a pink curtain and white tile wall .', 'A toilet lid is opened next to a bathtub with a blue curtain and green tile wall.']	[80929, 43406, 43358]
31337	A clock on a pole sits in front of a group of trees.	coco/train2014/COCO_train2014_000000229155.jpg	['A front on a pole sits in clock of a group of trees .', 'A clock on a tree sits in front of a group of poles.']	[31338, 38283, 102576]
53105	a few tools on a wooden floor inside the building.	coco/train2014/COCO_train2014_000000545071.jpg	['a wooden floor on a few tools inside the building.', 'a few tools on a wooden building inside the floor .', 'a wooden tools on a few floor inside the building .', 'A few tools are on the ground outside the building.']	[29052, 107293, 100043]
82209	a man climbing in to a red and black train engine	coco/train2014/COCO_train2014_000000101931.jpg	['a engine climbing in to a red and black train man', 'a man climbing in to a black and red train engine', 'a man climbing out of a green and yellow train engine.']	[84196, 31693, 31694]
55360	Three people sitting on a bench at a park under an  umbrella	coco/train2014/COCO_train2014_000000271696.jpg	['Three people sitting on a umbrella at a park under an   bench', 'Three people are sitting on a bench at a beach under a parasol.']	[45656, 15972, 10741]
63995	There is a large group of people eating in the dining hall. 	coco/train2014/COCO_train2014_000000073639.jpg	['there is the dining hall of people eating in a large group. ', 'There is a large group of people eating in the hall dining .', 'A small group of people are eating in a cozy café.']	[63961, 37306, 8125]
85594	some soccer players are playing soccer on a field	coco/train2014/COCO_train2014_000000184697.jpg	['some field players are playing soccer on a soccer', 'Some soccer players are playing soccer on a beach.']	[56870, 10240, 65697]
28683	Professional baseball player swinging a bat at a ball during a game.	coco/val2014/COCO_val2014_000000111874.jpg	['Professional bat player swinging a baseball at a ball during a game .', 'A professional baseball player is swinging a bat at a ball while his teammate is catching the ball.']	[91661, 52767, 98228]
